Date,Close
1999-11-29,1433.300049
1999-12-06,1417.040039
1999-12-13,1421.030029
1999-12-20,1458.339966
1999-12-27,1469.250000
2000-01-03,1441.469971
2000-01-10,1465.150024
2000-01-17,1441.359985
2000-01-24,1360.160034
2000-01-31,1424.369995
2000-02-07,1387.119995
2000-02-14,1346.089966
2000-02-21,1333.359985
2000-02-28,1409.170044
2000-03-06,1395.069946
2000-03-13,1464.469971
2000-03-20,1527.459961
2000-03-27,1498.579956
2000-04-03,1516.349976
2000-04-10,1356.560059
2000-04-17,1434.540039
2000-04-24,1452.430054
2000-05-01,1432.630005
2000-05-08,1420.959961
2000-05-15,1406.949951
2000-05-22,1378.020020
2000-05-29,1477.260010
2000-06-05,1456.949951
2000-06-12,1464.459961
2000-06-19,1441.479980
2000-06-26,1454.599976
2000-07-03,1478.900024
2000-07-10,1509.979980
2000-07-17,1480.189941
2000-07-24,1419.890015
2000-07-31,1462.930054
2000-08-07,1471.839966
2000-08-14,1491.719971
2000-08-21,1506.449951
2000-08-28,1520.770020
2000-09-04,1494.500000
2000-09-11,1465.810059
2000-09-18,1448.719971
2000-09-25,1436.510010
2000-10-02,1408.989990
2000-10-09,1374.170044
2000-10-16,1396.930054
2000-10-23,1379.579956
2000-10-30,1426.689941
2000-11-06,1365.979980
2000-11-13,1367.719971
2000-11-20,1341.770020
2000-11-27,1315.229980
2000-12-04,1369.890015
2000-12-11,1312.150024
2000-12-18,1305.949951
2000-12-25,1320.280029
2001-01-01,1298.349976
2001-01-08,1318.550049
2001-01-15,1342.540039
2001-01-22,1354.949951
2001-01-29,1349.469971
2001-02-05,1314.760010
2001-02-12,1301.530029
2001-02-19,1245.859985
2001-02-26,1234.180054
2001-03-05,1233.420044
2001-03-12,1150.530029
2001-03-19,1139.829956
2001-03-26,1160.329956
2001-04-02,1128.430054
2001-04-09,1183.500000
2001-04-16,1242.979980
2001-04-23,1253.050049
2001-04-30,1266.609985
2001-05-07,1245.670044
2001-05-14,1291.959961
2001-05-21,1277.890015
2001-05-28,1260.670044
2001-06-04,1264.959961
2001-06-11,1214.359985
2001-06-18,1225.349976
2001-06-25,1224.380005
2001-07-02,1190.589966
2001-07-09,1215.680054
2001-07-16,1210.849976
2001-07-23,1205.819946
2001-07-30,1214.349976
2001-08-06,1190.160034
2001-08-13,1161.969971
2001-08-20,1184.930054
2001-08-27,1133.579956
2001-09-03,1085.780029
2001-09-10,1092.540039
2001-09-17,965.799988
2001-09-24,1040.939941
2001-10-01,1071.380005
2001-10-08,1091.650024
2001-10-15,1073.479980
2001-10-22,1104.609985
2001-10-29,1087.199951
2001-11-05,1120.310059
2001-11-12,1138.650024
2001-11-19,1150.339966
2001-11-26,1139.449951
2001-12-03,1158.310059
2001-12-10,1123.089966
2001-12-17,1144.890015
2001-12-24,1161.020020
2001-12-31,1172.510010
2002-01-07,1145.599976
2002-01-14,1127.579956
2002-01-21,1133.280029
2002-01-28,1122.199951
2002-02-04,1096.219971
2002-02-11,1104.180054
2002-02-18,1089.839966
2002-02-25,1131.780029
2002-03-04,1164.310059
2002-03-11,1166.160034
2002-03-18,1148.699951
2002-03-25,1147.390015
2002-04-01,1122.729980
2002-04-08,1111.010010
2002-04-15,1125.170044
2002-04-22,1076.319946
2002-04-29,1073.430054
2002-05-06,1054.989990
2002-05-13,1106.589966
2002-05-20,1083.819946
2002-05-27,1067.140015
2002-06-03,1027.530029
2002-06-10,1007.270020
2002-06-17,989.140015
2002-06-24,989.820007
2002-07-01,989.030029
2002-07-08,921.390015
2002-07-15,847.750000
2002-07-22,852.840027
2002-07-29,864.239990
2002-08-05,908.640015
2002-08-12,928.770020
2002-08-19,940.859985
2002-08-26,916.070007
2002-09-02,893.919983
2002-09-09,889.809998
2002-09-16,845.390015
2002-09-23,827.369995
2002-09-30,800.580017
2002-10-07,835.320007
2002-10-14,884.390015
2002-10-21,897.650024
2002-10-28,900.960022
2002-11-04,894.739990
2002-11-11,909.830017
2002-11-18,930.549988
2002-11-25,936.309998
2002-12-02,912.229980
2002-12-09,889.479980
2002-12-16,895.760010
2002-12-23,875.400024
2002-12-30,908.590027
2003-01-06,927.570007
2003-01-13,901.780029
2003-01-20,861.400024
2003-01-27,855.700012
2003-02-03,829.690002
2003-02-10,834.890015
2003-02-17,848.169983
2003-02-24,841.150024
2003-03-03,828.890015
2003-03-10,833.270020
2003-03-17,895.789978
2003-03-24,863.500000
2003-03-31,878.849976
2003-04-07,868.299988
2003-04-14,893.580017
2003-04-21,898.809998
2003-04-28,930.080017
2003-05-05,933.409973
2003-05-12,944.299988
2003-05-19,933.219971
2003-05-26,963.590027
2003-06-02,987.760010
2003-06-09,988.609985
2003-06-16,995.690002
2003-06-23,976.219971
2003-06-30,985.700012
2003-07-07,998.140015
2003-07-14,993.320007
2003-07-21,998.679993
2003-07-28,980.150024
2003-08-04,977.590027
2003-08-11,990.669983
2003-08-18,993.059998
2003-08-25,1008.010010
2003-09-01,1021.390015
2003-09-08,1018.630005
2003-09-15,1036.300049
2003-09-22,996.849976
2003-09-29,1029.849976
2003-10-06,1038.060059
2003-10-13,1039.319946
2003-10-20,1028.910034
2003-10-27,1050.709961
2003-11-03,1053.209961
2003-11-10,1050.349976
2003-11-17,1035.280029
2003-11-24,1058.199951
2003-12-01,1061.500000
2003-12-08,1074.140015
2003-12-15,1088.660034
2003-12-22,1095.890015
2003-12-29,1108.479980
2004-01-05,1121.859985
2004-01-12,1139.829956
2004-01-19,1141.550049
2004-01-26,1131.130005
2004-02-02,1142.760010
2004-02-09,1145.810059
2004-02-16,1144.109985
2004-02-23,1144.939941
2004-03-01,1156.859985
2004-03-08,1120.569946
2004-03-15,1109.780029
2004-03-22,1108.060059
2004-03-29,1141.810059
2004-04-05,1139.319946
2004-04-12,1134.609985
2004-04-19,1140.599976
2004-04-26,1107.300049
2004-05-03,1098.699951
2004-05-10,1095.699951
2004-05-17,1093.560059
2004-05-24,1120.680054
2004-05-31,1122.500000
2004-06-07,1136.469971
2004-06-14,1135.020020
2004-06-21,1134.430054
2004-06-28,1125.380005
2004-07-05,1112.810059
2004-07-12,1101.390015
2004-07-19,1086.199951
2004-07-26,1101.719971
2004-08-02,1063.969971
2004-08-09,1064.800049
2004-08-16,1098.349976
2004-08-23,1107.770020
2004-08-30,1113.630005
2004-09-06,1123.920044
2004-09-13,1128.550049
2004-09-20,1110.109985
2004-09-27,1131.500000
2004-10-04,1122.140015
2004-10-11,1108.199951
2004-10-18,1095.739990
2004-10-25,1130.199951
2004-11-01,1166.170044
2004-11-08,1184.170044
2004-11-15,1170.339966
2004-11-22,1182.650024
2004-11-29,1191.170044
2004-12-06,1188.000000
2004-12-13,1194.199951
2004-12-20,1210.130005
2004-12-27,1211.920044
2005-01-03,1186.189941
2005-01-10,1184.520020
2005-01-17,1167.869995
2005-01-24,1171.359985
2005-01-31,1203.030029
2005-02-07,1205.300049
2005-02-14,1201.589966
2005-02-21,1211.369995
2005-02-28,1222.119995
2005-03-07,1200.079956
2005-03-14,1189.650024
2005-03-21,1171.420044
2005-03-28,1172.920044
2005-04-04,1181.199951
2005-04-11,1142.619995
2005-04-18,1152.119995
2005-04-25,1156.849976
2005-05-02,1171.349976
2005-05-09,1154.050049
2005-05-16,1189.280029
2005-05-23,1198.780029
2005-05-30,1196.020020
2005-06-06,1198.109985
2005-06-13,1216.959961
2005-06-20,1191.569946
2005-06-27,1194.439941
2005-07-04,1211.859985
2005-07-11,1227.920044
2005-07-18,1233.680054
2005-07-25,1234.180054
2005-08-01,1226.420044
2005-08-08,1230.390015
2005-08-15,1219.709961
2005-08-22,1205.099976
2005-08-29,1218.020020
2005-09-05,1241.479980
2005-09-12,1237.910034
2005-09-19,1215.290039
2005-09-26,1228.810059
2005-10-03,1195.900024
2005-10-10,1186.569946
2005-10-17,1179.589966
2005-10-24,1198.410034
2005-10-31,1220.140015
2005-11-07,1234.719971
2005-11-14,1248.270020
2005-11-21,1268.250000
2005-11-28,1265.079956
2005-12-05,1259.369995
2005-12-12,1267.319946
2005-12-19,1268.660034
2005-12-26,1248.290039
2006-01-02,1285.449951
2006-01-09,1287.609985
2006-01-16,1261.489990
2006-01-23,1283.719971
2006-01-30,1264.030029
2006-02-06,1266.989990
2006-02-13,1287.239990
2006-02-20,1289.430054
2006-02-27,1287.229980
2006-03-06,1281.420044
2006-03-13,1307.250000
2006-03-20,1302.949951
2006-03-27,1294.869995
2006-04-03,1295.500000
2006-04-10,1289.119995
2006-04-17,1311.280029
2006-04-24,1310.609985
2006-05-01,1325.760010
2006-05-08,1291.239990
2006-05-15,1267.030029
2006-05-22,1280.160034
2006-05-29,1288.219971
2006-06-05,1252.300049
2006-06-12,1251.540039
2006-06-19,1244.500000
2006-06-26,1270.199951
2006-07-03,1265.479980
2006-07-10,1236.199951
2006-07-17,1240.290039
2006-07-24,1278.550049
2006-07-31,1279.359985
2006-08-07,1266.739990
2006-08-14,1302.300049
2006-08-21,1295.089966
2006-08-28,1311.010010
2006-09-04,1298.920044
2006-09-11,1319.660034
2006-09-18,1314.780029
2006-09-25,1335.849976
2006-10-02,1349.589966
2006-10-09,1365.619995
2006-10-16,1368.599976
2006-10-23,1377.339966
2006-10-30,1364.300049
2006-11-06,1380.900024
2006-11-13,1401.199951
2006-11-20,1400.949951
2006-11-27,1396.709961
2006-12-04,1409.839966
2006-12-11,1427.089966
2006-12-18,1410.760010
2006-12-25,1418.300049
2007-01-01,1409.709961
2007-01-08,1430.729980
2007-01-15,1430.500000
2007-01-22,1422.180054
2007-01-29,1448.390015
2007-02-05,1438.060059
2007-02-12,1455.540039
2007-02-19,1451.189941
2007-02-26,1387.170044
2007-03-05,1402.839966
2007-03-12,1386.949951
2007-03-19,1436.109985
2007-03-26,1420.859985
2007-04-02,1443.760010
2007-04-09,1452.849976
2007-04-16,1484.349976
2007-04-23,1494.069946
2007-04-30,1505.619995
2007-05-07,1505.849976
2007-05-14,1522.750000
2007-05-21,1515.729980
2007-05-28,1536.339966
2007-06-04,1507.670044
2007-06-11,1532.910034
2007-06-18,1502.560059
2007-06-25,1503.349976
2007-07-02,1530.439941
2007-07-09,1552.500000
2007-07-16,1534.099976
2007-07-23,1458.949951
2007-07-30,1433.060059
2007-08-06,1453.640015
2007-08-13,1445.939941
2007-08-20,1479.369995
2007-08-27,1473.989990
2007-09-03,1453.550049
2007-09-10,1484.250000
2007-09-17,1525.750000
2007-09-24,1526.750000
2007-10-01,1557.589966
2007-10-08,1561.800049
2007-10-15,1500.630005
2007-10-22,1535.280029
2007-10-29,1509.650024
2007-11-05,1453.699951
2007-11-12,1458.739990
2007-11-19,1440.699951
2007-11-26,1481.140015
2007-12-03,1504.660034
2007-12-10,1467.949951
2007-12-17,1484.459961
2007-12-24,1478.489990
2007-12-31,1411.630005
2008-01-07,1401.020020
2008-01-14,1325.189941
2008-01-21,1330.609985
2008-01-28,1395.420044
2008-02-04,1331.290039
2008-02-11,1349.989990
2008-02-18,1353.109985
2008-02-25,1330.630005
2008-03-03,1293.369995
2008-03-10,1288.140015
2008-03-17,1329.510010
2008-03-24,1315.219971
2008-03-31,1370.400024
2008-04-07,1332.829956
2008-04-14,1390.329956
2008-04-21,1397.839966
2008-04-28,1413.900024
2008-05-05,1388.280029
2008-05-12,1425.349976
2008-05-19,1375.930054
2008-05-26,1400.380005
2008-06-02,1360.680054
2008-06-09,1360.030029
2008-06-16,1317.930054
2008-06-23,1278.380005
2008-06-30,1262.900024
2008-07-07,1239.489990
2008-07-14,1260.680054
2008-07-21,1257.760010
2008-07-28,1260.310059
2008-08-04,1296.319946
2008-08-11,1298.199951
2008-08-18,1292.199951
2008-08-25,1282.829956
2008-09-01,1242.310059
2008-09-08,1251.699951
2008-09-15,1255.079956
2008-09-22,1213.270020
2008-09-29,1099.229980
2008-10-06,899.219971
2008-10-13,940.549988
2008-10-20,876.770020
2008-10-27,968.750000
2008-11-03,930.989990
2008-11-10,873.289978
2008-11-17,800.030029
2008-11-24,896.239990
2008-12-01,876.070007
2008-12-08,879.729980
2008-12-15,887.880005
2008-12-22,872.799988
2008-12-29,931.799988
2009-01-05,890.349976
2009-01-12,850.119995
2009-01-19,831.950012
2009-01-26,825.880005
2009-02-02,868.599976
2009-02-09,826.840027
2009-02-16,770.049988
2009-02-23,735.090027
2009-03-02,683.380005
2009-03-09,756.549988
2009-03-16,768.539978
2009-03-23,815.940002
2009-03-30,842.500000
2009-04-06,856.559998
2009-04-13,869.599976
2009-04-20,866.229980
2009-04-27,877.520020
2009-05-04,929.229980
2009-05-11,882.880005
2009-05-18,887.000000
2009-05-25,919.140015
2009-06-01,940.090027
2009-06-08,946.210022
2009-06-15,921.229980
2009-06-22,918.900024
2009-06-29,896.419983
2009-07-06,879.130005
2009-07-13,940.380005
2009-07-20,979.260010
2009-07-27,987.479980
2009-08-03,1010.479980
2009-08-10,1004.090027
2009-08-17,1026.130005
2009-08-24,1028.930054
2009-08-31,1016.400024
2009-09-07,1042.729980
2009-09-14,1068.300049
2009-09-21,1044.380005
2009-09-28,1025.209961
2009-10-05,1071.489990
2009-10-12,1087.680054
2009-10-19,1079.599976
2009-10-26,1036.189941
2009-11-02,1069.300049
2009-11-09,1093.479980
2009-11-16,1091.380005
2009-11-23,1091.489990
2009-11-30,1105.979980
2009-12-07,1106.410034
2009-12-14,1102.469971
2009-12-21,1126.479980
2009-12-28,1115.099976
2010-01-04,1144.979980
2010-01-11,1136.030029
2010-01-18,1091.760010
2010-01-25,1073.869995
2010-02-01,1066.189941
2010-02-08,1075.510010
2010-02-15,1109.170044
2010-02-22,1104.489990
2010-03-01,1138.699951
2010-03-08,1149.989990
2010-03-15,1159.900024
2010-03-22,1166.589966
2010-03-29,1178.099976
2010-04-05,1194.369995
2010-04-12,1192.130005
2010-04-19,1217.280029
2010-04-26,1186.689941
2010-05-03,1110.880005
2010-05-10,1135.680054
2010-05-17,1087.689941
2010-05-24,1089.410034
2010-05-31,1064.880005
2010-06-07,1091.599976
2010-06-14,1117.510010
2010-06-21,1076.760010
2010-06-28,1022.580017
2010-07-05,1077.959961
2010-07-12,1064.880005
2010-07-19,1102.660034
2010-07-26,1101.599976
2010-08-02,1121.640015
2010-08-09,1079.250000
2010-08-16,1071.689941
2010-08-23,1064.589966
2010-08-30,1104.510010
2010-09-06,1109.550049
2010-09-13,1125.589966
2010-09-20,1148.670044
2010-09-27,1146.239990
2010-10-04,1165.150024
2010-10-11,1176.189941
2010-10-18,1183.079956
2010-10-25,1183.260010
2010-11-01,1225.849976
2010-11-08,1199.209961
2010-11-15,1199.729980
2010-11-22,1189.400024
2010-11-29,1224.709961
2010-12-06,1240.400024
2010-12-13,1243.910034
2010-12-20,1256.770020
2010-12-27,1257.640015
2011-01-03,1271.500000
2011-01-10,1293.239990
2011-01-17,1283.349976
2011-01-24,1276.339966
2011-01-31,1310.869995
2011-02-07,1329.150024
2011-02-14,1343.010010
2011-02-21,1319.880005
2011-02-28,1321.150024
2011-03-07,1304.280029
2011-03-14,1279.209961
2011-03-21,1313.800049
2011-03-28,1332.410034
2011-04-04,1328.170044
2011-04-11,1319.680054
2011-04-18,1337.380005
2011-04-25,1363.609985
2011-05-02,1340.199951
2011-05-09,1337.770020
2011-05-16,1333.270020
2011-05-23,1331.099976
2011-05-30,1300.160034
2011-06-06,1270.979980
2011-06-13,1271.500000
2011-06-20,1268.449951
2011-06-27,1339.670044
2011-07-04,1343.800049
2011-07-11,1316.140015
2011-07-18,1345.020020
2011-07-25,1292.280029
2011-08-01,1199.380005
2011-08-08,1178.810059
2011-08-15,1123.530029
2011-08-22,1176.800049
2011-08-29,1173.969971
2011-09-05,1154.229980
2011-09-12,1216.010010
2011-09-19,1136.430054
2011-09-26,1131.420044
2011-10-03,1155.459961
2011-10-10,1224.579956
2011-10-17,1238.250000
2011-10-24,1285.089966
2011-10-31,1253.229980
2011-11-07,1263.849976
2011-11-14,1215.650024
2011-11-21,1158.670044
2011-11-28,1244.280029
2011-12-05,1255.189941
2011-12-12,1219.660034
2011-12-19,1265.329956
2011-12-26,1257.599976
2012-01-02,1277.810059
2012-01-09,1289.089966
2012-01-16,1315.380005
2012-01-23,1316.329956
2012-01-30,1344.900024
2012-02-06,1342.640015
2012-02-13,1361.229980
2012-02-20,1365.739990
2012-02-27,1369.630005
2012-03-05,1370.869995
2012-03-12,1404.170044
2012-03-19,1397.109985
2012-03-26,1408.469971
2012-04-02,1398.079956
2012-04-09,1370.260010
2012-04-16,1378.530029
2012-04-23,1403.359985
2012-04-30,1369.099976
2012-05-07,1353.390015
2012-05-14,1295.219971
2012-05-21,1317.819946
2012-05-28,1278.040039
2012-06-04,1325.660034
2012-06-11,1342.839966
2012-06-18,1335.020020
2012-06-25,1362.160034
2012-07-02,1354.680054
2012-07-09,1356.780029
2012-07-16,1362.660034
2012-07-23,1385.969971
2012-07-30,1390.989990
2012-08-06,1405.869995
2012-08-13,1418.160034
2012-08-20,1411.130005
2012-08-27,1406.579956
2012-09-03,1437.920044
2012-09-10,1465.770020
2012-09-17,1460.150024
2012-09-24,1440.670044
2012-10-01,1460.930054
2012-10-08,1428.589966
2012-10-15,1433.189941
2012-10-22,1411.939941
2012-10-29,1414.199951
2012-11-05,1379.849976
2012-11-12,1359.880005
2012-11-19,1409.150024
2012-11-26,1416.180054
2012-12-03,1418.069946
2012-12-10,1413.579956
2012-12-17,1430.150024
2012-12-24,1402.430054
2012-12-31,1466.469971
2013-01-07,1472.050049
2013-01-14,1485.979980
2013-01-21,1502.959961
2013-01-28,1513.170044
2013-02-04,1517.930054
2013-02-11,1519.790039
2013-02-18,1515.599976
2013-02-25,1518.199951
2013-03-04,1551.180054
2013-03-11,1560.699951
2013-03-18,1556.890015
2013-03-25,1569.189941
2013-04-01,1553.280029
2013-04-08,1588.849976
2013-04-15,1555.250000
2013-04-22,1582.239990
2013-04-29,1614.420044
2013-05-06,1633.699951
2013-05-13,1667.469971
2013-05-20,1649.599976
2013-05-27,1630.739990
2013-06-03,1643.380005
2013-06-10,1626.729980
2013-06-17,1592.430054
2013-06-24,1606.280029
2013-07-01,1631.890015
2013-07-08,1680.189941
2013-07-15,1692.089966
2013-07-22,1691.650024
2013-07-29,1709.670044
2013-08-05,1691.420044
2013-08-12,1655.829956
2013-08-19,1663.500000
2013-08-26,1632.969971
2013-09-02,1655.170044
2013-09-09,1687.989990
2013-09-16,1709.910034
2013-09-23,1691.750000
2013-09-30,1690.500000
2013-10-07,1703.199951
2013-10-14,1744.500000
2013-10-21,1759.770020
2013-10-28,1761.640015
2013-11-04,1770.609985
2013-11-11,1798.180054
2013-11-18,1804.760010
2013-11-25,1805.810059
2013-12-02,1805.089966
2013-12-09,1775.319946
2013-12-16,1818.319946
2013-12-23,1841.400024
2013-12-30,1831.369995
2014-01-06,1842.369995
2014-01-13,1838.699951
2014-01-20,1790.290039
2014-01-27,1782.589966
2014-02-03,1797.020020
2014-02-10,1838.630005
2014-02-17,1836.250000
2014-02-24,1859.449951
2014-03-03,1878.040039
2014-03-10,1841.130005
2014-03-17,1866.520020
2014-03-24,1857.619995
2014-03-31,1865.089966
2014-04-07,1815.689941
2014-04-14,1864.849976
2014-04-21,1863.400024
2014-04-28,1881.140015
2014-05-05,1878.479980
2014-05-12,1877.859985
2014-05-19,1900.530029
2014-05-26,1923.569946
2014-06-02,1949.439941
2014-06-09,1936.160034
2014-06-16,1962.869995
2014-06-23,1960.959961
2014-06-30,1985.439941
2014-07-07,1967.569946
2014-07-14,1978.219971
2014-07-21,1978.339966
2014-07-28,1925.150024
2014-08-04,1931.589966
2014-08-11,1955.060059
2014-08-18,1988.400024
2014-08-25,2003.369995
2014-09-01,2007.709961
2014-09-08,1985.540039
2014-09-15,2010.400024
2014-09-22,1982.849976
2014-09-29,1967.900024
2014-10-06,1906.130005
2014-10-13,1886.760010
2014-10-20,1964.579956
2014-10-27,2018.050049
2014-11-03,2031.920044
2014-11-10,2039.819946
2014-11-17,2063.500000
2014-11-24,2067.560059
2014-12-01,2075.370117
2014-12-08,2002.329956
2014-12-15,2070.649902
2014-12-22,2088.770020
2014-12-29,2058.199951
2015-01-05,2044.810059
2015-01-12,2019.420044
2015-01-19,2051.820068
2015-01-26,1994.989990
2015-02-02,2055.469971
2015-02-09,2096.989990
2015-02-16,2110.300049
2015-02-23,2104.500000
2015-03-02,2071.260010
2015-03-09,2053.399902
2015-03-16,2108.100098
2015-03-23,2061.020020
2015-03-30,2066.959961
2015-04-06,2102.060059
2015-04-13,2081.179932
2015-04-20,2117.689941
2015-04-27,2108.290039
2015-05-04,2116.100098
2015-05-11,2122.729980
2015-05-18,2126.060059
2015-05-25,2107.389893
2015-06-01,2092.830078
2015-06-08,2094.110107
2015-06-15,2109.989990
2015-06-22,2101.489990
2015-06-29,2076.780029
2015-07-06,2076.620117
2015-07-13,2126.639893
2015-07-20,2079.649902
2015-07-27,2103.840088
2015-08-03,2077.570068
2015-08-10,2091.540039
2015-08-17,1970.890015
2015-08-24,1988.869995
2015-08-31,1921.219971
2015-09-07,1961.050049
2015-09-14,1958.079956
2015-09-21,1931.339966
2015-09-28,1951.359985
2015-10-05,2014.890015
2015-10-12,2033.109985
2015-10-19,2075.149902
2015-10-26,2079.360107
2015-11-02,2099.199951
2015-11-09,2023.040039
2015-11-16,2089.169922
2015-11-23,2090.110107
2015-11-30,2091.689941
2015-12-07,2012.369995
2015-12-14,2005.550049
2015-12-21,2060.989990
2015-12-28,2043.939941
2016-01-04,1922.030029
2016-01-11,1880.329956
2016-01-18,1906.900024
2016-01-25,1940.239990
2016-02-01,1880.050049
2016-02-08,1864.780029
2016-02-15,1917.780029
2016-02-22,1948.050049
2016-02-29,1999.989990
2016-03-07,2022.189941
2016-03-14,2049.580078
2016-03-21,2035.939941
2016-03-28,2072.780029
2016-04-04,2047.599976
2016-04-11,2080.729980
2016-04-18,2091.580078
2016-04-25,2065.300049
2016-05-02,2057.139893
2016-05-09,2046.609985
2016-05-16,2052.320068
2016-05-23,2099.060059
2016-05-30,2099.129883
2016-06-06,2096.070068
2016-06-13,2071.219971
2016-06-20,2037.410034
2016-06-27,2102.949951
2016-07-04,2129.899902
2016-07-11,2161.739990
2016-07-18,2175.030029
2016-07-25,2173.600098
2016-08-01,2182.870117
2016-08-08,2184.050049
2016-08-15,2183.870117
2016-08-22,2169.040039
2016-08-29,2179.979980
2016-09-05,2127.810059
2016-09-12,2139.159912
2016-09-19,2164.689941
2016-09-26,2168.270020
2016-10-03,2153.739990
2016-10-10,2132.979980
2016-10-17,2141.159912
2016-10-24,2126.409912
2016-10-31,2085.179932
2016-11-07,2164.449951
2016-11-14,2181.899902
2016-11-21,2213.350098
2016-11-28,2191.949951
2016-12-05,2259.530029
2016-12-12,2258.070068
2016-12-19,2263.790039
2016-12-26,2238.830078
2017-01-02,2276.979980
2017-01-09,2274.639893
2017-01-16,2271.310059
2017-01-23,2294.689941
2017-01-30,2297.419922
2017-02-06,2316.100098
2017-02-13,2351.159912
2017-02-20,2367.340088
2017-02-27,2383.120117
2017-03-06,2372.600098
2017-03-13,2378.250000
2017-03-20,2343.979980
2017-03-27,2362.719971
2017-04-03,2355.540039
2017-04-10,2328.949951
2017-04-17,2348.689941
2017-04-24,2384.199951
2017-05-01,2399.290039
2017-05-08,2390.899902
2017-05-15,2381.729980
2017-05-22,2415.820068
2017-05-29,2439.070068
2017-06-05,2431.770020
2017-06-12,2433.149902
2017-06-19,2438.300049
2017-06-26,2423.409912
2017-07-03,2425.179932
2017-07-10,2459.270020
2017-07-17,2472.540039
2017-07-24,2472.100098
2017-07-31,2476.830078
2017-08-07,2441.320068
2017-08-14,2425.550049
2017-08-21,2443.050049
2017-08-28,2476.550049
2017-09-04,2461.429932
2017-09-11,2495.620117
